Headline,Date
Blockbuster shares drop on revenue,2006-03-09
Amazon movie downloads are coming,2006-03-10
Net stocks trade mixed,2006-04-05
Not prime time for podcasts,2006-04-06
"Caterpillar, Sun, American Express, Xerox",2006-04-22
Netflix swings to profit as revenue jumps 47%,2006-04-24
"Sun Microsystems, NutriSystem jump",2006-04-24
"Updates, advisories and surprises",2006-04-24
"AT&T, Sun Micro, Lockheed Martin, DuPont, Amazon",2006-04-24
Interest-rate fears trump strong earnings,2006-04-25
Netflix swings to profit as revenue jumps 47%,2006-04-25
Stock futures head higher as earnings impress,2006-04-25
Blockbuster's loss narrows; shares dip,2006-04-27
"Microsoft, Chevron, Conexant Systems",2006-04-27
"Aetna, Optical Communication Products, more",2006-04-28
Netflix prices offering at $30 a share,2006-04-28
"Updates, advisories and surprises",2006-04-28
Judge approves Netflix class-action settlement: AP,2006-05-01
"News Corp., Cramer sites and Flash TV",2006-05-02
Net stocks close mixed; Yahoo gains,2006-05-03
Movie Gallery jumps; Street puzzled,2006-06-05
'Naked' short selling is center of looming legal battle,2006-06-14
"Cemex, Gildan Activewear, MedCath",2006-06-20
"Bodisen Biotech, SuperGen, Webex, more",2006-06-22
"General Mills, British Airways, Netflix in focus",2006-06-22
Net stocks close mixed to end week,2006-06-30
Don't get blindsided,2006-07-09
Big impact of 'The Long Tail',2006-07-11
"Netflix profit jumps, but revenue, outlook disappoint",2006-07-24
"Texas Instruments, SanDisk higher following results",2006-07-24
"Updates, advisories and surprises",2006-07-24
U.S. stock futures pause after Monday's rally,2006-07-25
Netflix shares plummet 21%,2006-07-25
"Centene, WatchGuard, Encysive, more",2006-07-25
Blockbuster swings to profit; shares dive,2006-07-27
Blogads celebrates with cars and candidates,2006-08-16
Netflix bid to end Blockbuster countersuit denied,2006-08-22
Amazon wants part of movie action,2006-09-08
Microsoft launches new search,2006-09-12
Hit parade for viral video,2006-09-14
Swashbucklers hit the wall,2006-09-14
"Analyst: Buy Google, Goldman Sachs",2006-10-18
"AT&T, Ford, Google, Lumera",2006-10-23
Netflix shares climb after hours on results,2006-10-23
Texas Instruments loses ground; Netflix soars,2006-10-23
"Amazon.com, Texas Instruments, Kraft",2006-10-23
"Updates, advisories and surprises",2006-10-23
Will Osiris' hot stock burn investors?,2006-10-24
"NetFlix stars, Amazon up on earnings anticipation",2006-10-24
U.S. stocks end mixed ahead of Fed decision,2006-10-24
Netflix shares up 18% after earnings report,2006-10-24
Omnicom rises to new high; media shares mixed,2006-10-24
"VistaPrint, Symyx Technologies, Travelzoo, more",2006-10-24
Brightcove central,2006-10-30
"Blockbuster loss narrows, shares rise",2006-11-02
Monster storms ahead; Netflix gets panned,2006-12-14
Navel-gazers will be the stars in 2007,2006-12-19
"Amazon, Netflix tops for holiday-sales satisfaction",2006-12-27
"Stores, Web effort coming together for Blockbuster",2007-01-05
"AMD, Apple, Cablevision, Netflix likely to feature",2007-01-12
Friday's biggest stock gainers and decliners,2007-01-12
"Netflix, Chinese portals lead Internet group higher",2007-01-16
Barnako: Why I think AOL is not for sale,2007-01-16
Netflix rolls out download service,2007-01-16
Netflix shares jump as company tops expectations,2007-01-24
"Microsoft, eBay, Netflix",2007-01-24
"EBay, Netflix shares surge; F5 Networks falls",2007-01-24
Coming full circle,2007-01-24
"Updates, advisories and surprises",2007-01-24
Netflix shares jump as company tops expectations,2007-01-25
"EBay adds 8.2% on earnings news, but Net stocks lower",2007-01-25
"Updates, advisories and surprises",2007-01-25
"U.S. stock futures mixed, techs gain again",2007-01-25
Blog marketplace reports strong sales,2007-02-06
Why Wal-Mart's movie service is in beta,2007-02-08
Blockbuster in talks to acquire Movielink: WSJ,2007-03-01
"Blockbuster CEO to step down, ending board clash",2007-03-20
Blockbuster CEO's total 2006 pay valued at $16.33 mln,2007-03-22
"AngioDynamics, Lennar, Target, more",2007-03-26
Techs slip as consumer confidence wanes,2007-03-27
Video clerks try to build the perfect beast,2007-03-29
"Net stocks higher on Google's voice plans, CBS push",2007-04-12
EBay sell off in runup to quarterly report,2007-04-18
Netflix shares decline 9.4% on reduced outlook,2007-04-18
"Netflix, ASML, Syntel, Avanir, more",2007-04-18
"Updates, advisories and surprises",2007-04-18
Google jumps 2.3%; Stamps.com gets licked,2007-04-20
Amazon surges after results; Net stocks mixed,2007-04-25
Tech stocks close with broad sector gains,2007-05-29
Amazon.com may face 'taxing' issue on Netflix,2007-06-07
"Infinera, Imclone, Netflix, more",2007-06-07
Apple highlights tech action; shares fall after conference,2007-06-11
"Qwest, Netflix, Emcor, Amerigroup, more",2007-06-11
"Netflix, Horizon Offshore, Diodes, more",2007-06-12
Tech stocks close session with broad losses,2007-06-12
Netflix takes a beating following run-up,2007-06-13
Tech stocks rally behind Intel gains at close,2007-06-15
The week's top news and analysis June 11-15,2007-06-15
"Bet on companies that 'double bet,' author says",2007-06-18
"Blockbuster, Netflix settle online patent dispute",2007-06-27
"Spectra Energy, McCormick, Aspreva, more",2007-06-27
Blockbuster to shutter 282 U.S. stores this year,2007-06-28
"Amex, Halliburton, Hasbro, Merck, Netflix, TI, more",2007-07-21
"Amex, Halliburton, Hasbro, Merck, Netflix, TI, more",2007-07-22
Texas Instruments falls; Netflix cuts 2007 earns view,2007-07-23
"Amazon, AT&T, Lockheed, Pepsi, TI, UPS, more",2007-07-23
Netflix profit rises; net subscriber change declines,2007-07-23
"Arrow Int'l, Broadcom, Merck, Transocean, Global SantaFe",2007-07-23
Techs close with small gains; Opsware surges on H-P deal,2007-07-23
"Updates, advisories and surprises",2007-07-23
"AT&T, DuPont, PepsiCo., Wachovia likely to feature",2007-07-24
"U.S. stock futures slide on TI outlook, credit jitters",2007-07-24
Netflix shares decline following earnings,2007-07-24
"Apple, Netflix, Republic Property, Wyeth",2007-07-24
Blockbuster swings to loss,2007-07-26
Amazon gets shot at NBC show revenue,2007-09-04
"Apple, Hasbro, Merck, Halliburton",2007-10-20
Apple beats estimates; TI shares lose ground,2007-10-22
"Lockheed Martin, DuPont, AT&T, Microchip",2007-10-22
"Updates, advisories and surprises",2007-10-22
Netflix shares surge on upbeat outlook,2007-10-23
"Apple, New York Times, Texas Instruments, more",2007-10-23
Coloring tech stocks by the numbers,2007-11-26
Activist investor slashes AMR Corp. stake,2007-11-30
"Attention, airlines: Mileage plans may be grounded",2007-12-07
"Netflix, LG team up to bring movies straight to HDTV",2008-01-03
Friday's Personal Finance stories,2008-01-04
Desert-bound players in digital entertainment,2008-01-04
Blockbuster to put greater emphasis on digital,2008-01-09
Big money's next-generation lab of Web ideas,2008-01-09
Techs manage slight gains at the close,2008-01-10
Movie rentals on iTunes to rock market,2008-01-15
"Apple debuts ultrathin notebook, movie rentals",2008-01-15
Intel shares slide in late trading,2008-01-15
"Blockbuster, Netflix fall on iTunes movie rental news",2008-01-15
High-Def DVD format war will look silly in few years,2008-01-16
Netflix's profit and subscriber rolls increase,2008-01-23
"Microsoft, Ford, E-Trade, AT&T, Lockheed Martin",2008-01-23
"Updates, advisories and surprises",2008-01-23
Netflix shares decline on 2008 outlook,2008-01-24
"Apple, Capital One, Nokia, Qualcomm, Xerox, more",2008-01-24
Tech sector mixed as Yahoo spurns Microsoft bid,2008-02-11
"Netflix, Best Buy back Blu-ray",2008-02-11
Wal-Mart sides with Blu-ray in format fight,2008-02-15
Toshiba to concede in DVD-format war: Journal,2008-02-17
Time to buy a high-def DVD player? Maybe not,2008-02-22
"Autodesk, Fannie Mae, Nortel, UBS, more",2008-02-27
Netflix shares jump on increased subscriber outlook,2008-02-27
Bernanke comments help give lift to tech sector,2008-02-27
Netflix sees full-year 2008 EPS of $1.18 to $1.30,2008-02-27
Netflix sees 1Q 2008 revenue of $324 mln to $328 mln,2008-02-27
Netflix up EPS view for 1Q 2008 to 15c-to-21c a share range,2008-02-27
Netflix stock as volatile as its business,2008-02-27
S&P 500 retesting the six-week range bottom,2008-03-05
Netflix board OKs new $150 mln stock buyback,2008-03-06
Netflix late-traded shares up 2.6% at $31.40,2008-03-06
Netflix board OKs new $150 million stock buyback,2008-03-06
National Semi surges; Marvell loses ground,2008-03-06
"Ciena, Citigroup, Marvell Technology",2008-03-06
"Ambac, Citigroup, Longs, MF Global, more",2008-03-07
Netflix sees better competitive situation - analyst,2008-03-20
"Netflix site goes down, blocking user access",2008-03-24
"Oracle, Google lead red day for tech stocks",2008-03-27
Will GE's earnings miss derail the recovery?,2008-04-11
Blockbuster makes a move on Circuit City,2008-04-14
Blockbuster offers $6 a share for Circuit City,2008-04-14
Blockbuster draws skepticism on buyout move,2008-04-14
"Despite pullback, bearish momentum waning",2008-04-16
"Bank of America, Texas Instruments, Gannett",2008-04-19
"Updates, advisories and surprises",2008-04-21
Netflix CEO: Will charge 'premium' for Blu-ray discs,2008-04-21
"TI, Netflix drop after forecasts; Boston Sci climbs",2008-04-21
"AT&T, McDonald's, Yahoo",2008-04-21
Netflix CFO: Spending on Internet downloads led to EPS cut,2008-04-21
"Netflix profit jumps, but stock drops on outlook",2008-04-21
Netflix late-traded shares fall 9% to $35.78,2008-04-21
Netflix Q1 revenue $326.2 mln vs $305.3 mln,2008-04-21
Netflix sees Q2 EPS of 33c to 42c,2008-04-21
Netflix profit jumps 36%,2008-04-21
Netflix sees 2008 EPS of $1.16 to $1.29,2008-04-21
Netflix Q1 net income 21c vs 14c,2008-04-21
Netflix downgraded to neutral by Credit Suisse,2008-04-22
Credit Suisse maintains $35 price target on Netflix,2008-04-22
Netflix shares down 19% at $31.94,2008-04-22
Netflix cut to neutral by Credit Suisse following run-up,2008-04-22
"Oil services, Arbitron, Corn Products, DuPont, TI",2008-04-22
Netflix shares slide on worries of rising costs,2008-04-22
"TI, Apple, Lexmark lead retreat in tech stocks",2008-04-22
"Updates, advisories and surprises",2008-04-22
Plug and play,2008-04-22
Circuit City agrees to open books for Blockbuster,2008-05-09
Blockbuster swings to first-quarter profit,2008-05-15
Economic data weigh on tech sector,2008-05-20
Netflix launches movie download device,2008-05-20
"Microsoft, Netflix partner to stream movies to Xbox Live",2008-07-14
"Microsoft, Netflix partner to stream movies to Xbox Live",2008-07-14
"Microsoft, Netflix in distribution deal",2008-07-14
Microsoft aims high and wide with new games,2008-07-14
Activision trying to stay on top of its game,2008-07-16
"Legg Mason, American Axle, T. Rowe Price, ITT",2008-07-24
Netflix shares rise 4.4% to $27.99 in opening trade,2008-07-25
Netflix earnings climb on subscriber growth,2008-07-25
"Crocs, EnCana, Juniper, Legg Mason, Netflix, more",2008-07-25
Rosier end to week as stocks follow Juniper higher,2008-07-25
Netflix gets rave reviews,2008-07-25
"Netflix posts higher quarterly profit, hikes full-year view",2008-07-25
Netflix sees FY EPS $1.19-$1.31 vs prior view $1.16-$1.29,2008-07-25
Netflix Q2 adjusted EPS 45 cents vs 39 cents,2008-07-25
Netflix Q2 revenue $337.6 mln vs $303.7 mln,2008-07-25
Netflix Q2 EPS 42 cents vs 37 cents,2008-07-25
"Netflix sees Q3 EPS 26-34 cents, Q4 EPS 29-37 cents",2008-07-25
Netflix says it is working to resolve shipment delays,2008-08-14
Many ways to play on growth of 'digital home',2008-09-05
Netflix prepares for shift to streaming,2008-09-05
New devices aim to claim set-top box market,2008-09-05
Friday's Personal Finance stories,2008-09-05
Netflix signs show-streaming accords with CBS and Disney,2008-09-23
"Air Products, Circuit City, ImClone, Lennar, 3Com",2008-09-23
"Updates, advisories and surprises",2008-10-06
Tech stocks plunge as Nasdaq hits four-year low,2008-10-06
"Hartford, Netflix, ImClone, Wyndham, Wachovia",2008-10-06
"Netflix cuts fourth-quarter outlook, cites economy",2008-10-06
Netflix ends Q3 with about 8.672 mln subscribers,2008-10-06
Netflix sees Q4 revenue $353 mln to $359 mln,2008-10-06
Netflix sees Q4 EPS 30 to 38 cents,2008-10-06
Netflix sees Q3 revenue within prior view excluding credit,2008-10-06
Netflix sees Q3 EPS within prior view of 26-34 cents,2008-10-06
Netflix affirms earnings forecasts,2008-10-06
Gap's Old Navy targets 'Jenny' to revive sales,2008-10-16
"American Express, Texas Instruments, SanDisk",2008-10-18
"Updates, advisories and surprises",2008-10-20
"Pfizer, Apple, 3M",2008-10-20
Netflix profit rises 30% as subscriber costs fall,2008-10-20
"Ericsson, GM, NRG Energy, Circuit City, more",2008-10-20
Netflix Q3 net income 33c vs 23c a share,2008-10-20
Netflix profit up 30% as subscriber acquisition cost drops,2008-10-20
Netflix Q3 rev $341.3 mln vs $294 mln,2008-10-20
"Netflix CEO: Growth slowing, but subscription model helps",2008-10-20
Netflix expects 2008 EPS of $1.24-$1.32,2008-10-20
Netflix reaffirms Q4 EPS of 30c-38c,2008-10-20
"AmEx, DuPont, SanDisk, Sun Micro, more",2008-10-21
"Netflix, Samsung enable streaming movies, TV via Blu-Ray",2008-10-23
Comcast's play for high-speed service,2008-10-27
"TiVo, Netflix partner to instantly stream movies, TV shows",2008-10-30
"TiVo, Netflix partner to instantly stream movies, TV shows",2008-10-30
"Netflix, TiVo deal looks smart",2008-10-30
Netflix teams up with TiVo to stream content,2008-10-30
Blockbuster to deliver movies direct to TV via 2Wire player,2008-11-25
"Axa, H-P, VimpelCom, Rio Tinto, Starbucks, Pulte",2008-11-25
S&P successfully tests the 850 support,2008-12-15
"Nasdaq, S&P lift from the October lows",2008-12-23
Closing out the historic 2008 market crash,2008-12-23
Fading economy may take spark out of CES,2009-01-06
Netflix to stream movies directly to new Vizio televisions,2009-01-07
"Lawson, Chevron, EMC, Crucell, Wyeth",2009-01-07
Keep the home fires burning,2009-01-12
"Caterpillar, McDonald's, American Express, TI",2009-01-23
"Updates, advisories and surprises",2009-01-26
"Yahoo, Verizon, DuPont",2009-01-26
"TI shares climb, while Amgen lower after results",2009-01-26
Netflix profit climbs 45% as subscriber costs drop,2009-01-26
Netflix profit jumps 45% as expenses decline,2009-01-26
Netflix expects Q1 EPS of 25c-33c,2009-01-26
Netflix Q4 net income 38c vs 23c a share,2009-01-26
Netflix shares up 3.9% at $31.44 following results,2009-01-26
Netflix sees Q1 rev of $387 mln-$393 mln,2009-01-26
Netflix Q4 rev $359.6 mln vs $302.4 mln,2009-01-26
"Netflix shares jump on strong results, outlook",2009-01-27
"American Express, Delta, Netflix, TI, more",2009-01-27
"Dow finishes January on the 8,000 mark",2009-02-02
Disney kicks off big earnings week for media,2009-02-03
Netflix hit by downgrade on video-streaming concerns,2009-02-05
"Disney is in and GE is out, with DreamWorks",2009-02-09
Blockbuster to add video games to Total Access,2009-02-11
E-books finally gain momentum with Kindle,2009-02-11
Netflix passes 10 million-subscriber mark,2009-02-12
Netflix passes 10 Million subscribers,2009-02-12
Reaching for the top shelf,2009-02-22
Blockbuster: No intention of filing for bankruptcy,2009-03-03
Blockbuster tries to appease investors,2009-03-04
Blockbuster shares jump after denial of revamp plan,2009-03-04
Blockbuster's U.S. same-store sales up 4.4% in quarter,2009-03-05
U.S. markets show signs of life,2009-03-10
Take a hit-and-run approach to current upturn,2009-03-10
Cabot Market Letter eyes rally possibility,2009-03-16
Blockbuster swings to loss on impairment charge,2009-03-19
Blockbuster in streaming pact with TiVo,2009-03-25
Netflix raises fees for Blu-ray access,2009-03-30
Netflix shares jump as Blu-ray fees are raised,2009-03-30
Cross currents greet bear-market rally,2009-04-21
Cross currents greet bear-market rally,2009-04-21
"Microsoft, American Express, Amazon",2009-04-22
"Ford, Honeywell, 3M",2009-04-23
Netflix CEO: Streaming-only rental not in works,2009-04-23
Netflix CEO: Kiosks will be main competition,2009-04-23
"Netflix profit rises as subscribers increase, costs decline",2009-04-23
"Netflix profit rises 68%, ups year-end forecasts",2009-04-23
Netflix Q1 rev $394 mln vs $326.2 mln,2009-04-23
Netflix Q1 net ioncome 37c vs 21c,2009-04-23
Why the Chartist bought the rally,2009-04-23
"Amazon, Microsoft shares higher after results",2009-04-23
"Updates, advisories and surprises",2009-04-23
"American Express, Ford, Juniper, Microsoft, Netflix, more",2009-04-24
Netflix shares decline on competitive concerns,2009-04-24
Blockbuster CEO: Record box office hurt rentals,2009-05-14
"Updates, advisories and surprises",2009-05-14
Blockbuster profit declines 39% on items,2009-05-14
"Martin Luther King, Sinatra films rev up Hollywood",2009-05-20
Netflix shares advance on Wedbush Morgan upgrade,2009-06-17
Technology stocks turn positive after early weakness,2009-06-17
"S&P 500 avoids breakdown, rises to next test",2009-07-14
"S&P holds support, markets rise to resistance",2009-07-14
"Amazon.com, CIT Group, Ford Motors, Microsoft",2009-07-22
Amazon's deal to buy Zappos is its biggest yet,2009-07-22
Netflix Q2 net income 54c vs 42c,2009-07-23
Netflix Q2 revenue $408.5 mln vs $394.1 mln,2009-07-23
Netflix sees Q3 EPS of 39c-47c,2009-07-23
Netflix sees Q4 EPS of 36c-44c,2009-07-23
Netflix profit rises 22%; lifts '09 forecast,2009-07-23
Tech stocks flex muscle to close with broad gains,2009-07-23
Netflix profit increases 22%; outlook raised,2009-07-23
"Ashland, Black & Decker, Exelon, Fortune Brands",2009-07-23
"Updates, advisories and surprises",2009-07-23
"Ashland, Con-way, Ericsson, LDK, Netflix, US Airways",2009-07-24
"Tech stocks rally, nearly overcome Microsoft, Amazon losses",2009-07-24
Netflix shares decline; analyst response is lukewarm,2009-07-24
Clipping coupons with a click,2009-07-28
Netflix to buy back $300 million in shares,2009-08-06
Netflix to buy back $300 mln in stock,2009-08-06
Netflix faces pressure from studios as stock remains pricey,2009-08-19
YouTube may stream movies on rental basis: WSJ,2009-09-02
Netflix started at overweight at J.P. Morgan,2009-09-15
J.P. Morgan starts Netflix at overweight rating,2009-09-15
Bewkes gets tough with 'TV Everywhere' holdouts,2009-09-16
"Studios feel pinch of slowing DVD sales, rise in rentals",2009-09-22
Sonic Solutions sees gains from powering video access,2009-09-29
"S&P rises to second test of the 1,100 mark",2009-10-21
"Netflix reports 48% profit jump, lifts forecasts",2009-10-22
"Updates, advisories and surprises",2009-10-22
Netflix profit jumps 48%,2009-10-22
"Microsoft, Honeywell, Exelon",2009-10-22
"Amazon, Netflix hit all-time highs, but tech rally fizzles",2009-10-23
"Tech sales, share gains can't staunch profit-talking",2009-10-23
Netflix shares hit record high as Wall Street cheers results,2009-10-23
"Amazon, Capital One, Microsoft, Whirlpool, Broadcom",2009-10-23
"Netflix, Sony to roll out PS3 video streaming next month",2009-10-26
Bulls and bears draw battle lines at major support,2009-11-03
"Best Buy, Sonic Solutions team up on digital delivery",2009-11-03
Bearish momentum stalling at major support?,2009-11-03
High-yield companies issue near record amount of debt,2009-11-18
AOL returns as Steve Case scores again,2009-11-19
Teracent deal is another Google-related win for a Sonsini,2009-11-23
Netflix downgraded to underperform by Wedbush,2009-11-24
Wedbush keeps Netflix price target at $50,2009-11-24
Netflix cut to underperform by Wedbush Morgan,2009-11-24
Netflix cut to sell rating on valuation concerns,2009-11-24
Tech stocks dip as Brocade shares fall,2009-11-24
Home-movie mogul,2009-12-03
"Netflix, Warner Bros. reach new deal",2010-01-06
"Netflix, Warner Bros. reach new deal",2010-01-06
Lazard downgrades Netflix to sell,2010-01-14
"LaBranche, Cerus, RealNetworks, Sealy, Zale, Textron",2010-01-14
Netflix gets another downgrade on concerns about growth,2010-01-14
Google to rent movies through YouTube,2010-01-20
Google sticks its giant paw in video rentals,2010-01-20
Blockbuster shares crater on holiday-season weakness,2010-01-21
"Boeing, Caterpillar, ConocoPhillips",2010-01-26
"Netflix profit climbs 36%, sending shares higher",2010-01-27
"Microsoft, AT&T, Proctor & Gamble",2010-01-27
Netflix shares surge on forecast; Qualcomm slumps,2010-01-27
"Updates, advisories and surprises",2010-01-27
Netflix shares soar 12% after quarterly results,2010-01-27
Netflix sees Q1 rev of $490 mln vs $496 mln,2010-01-27
Netflix expects Q1 EPS of 47c-58c,2010-01-27
Netflix profit jumps 36%,2010-01-27
Netflix Q4 net income 56c vs 38c a share,2010-01-27
Netflix shares rise 6% after Q4 financial report,2010-01-27
Netflix Q4 rev $444.5 mln vs $359.6 mln,2010-01-27
Jefferies upgrades Netflix to buy from hold,2010-01-28
"Cardinal Health, Eastman Kodak, Motorola, Netflix",2010-01-28
"Netflix shares surge to record high on results, upgrades",2010-01-28
"AT&T, Ford, 3M, Procter & Gamble in focus",2010-01-28
"Motorola, Qualcomm lead broad tech retreat",2010-01-28
Lazard upgrades Netflix to hold from sell,2010-01-28
"Jefferies ups Netflix, shares rise in pre-open",2010-01-28
Netflix shares rise 19% in pre-open trade,2010-01-28
FBR upgrades NetFlix to outperform,2010-01-28
Netflix shares up 22%,2010-01-28
Comcast plans makeover to improve its image with consumers,2010-02-09
U.S. markets rise to challenge first resistance,2010-02-10
"Activision, Nvidia lead broad gains for tech stocks",2010-02-11
Wal-Mart buys online-movie provider Vudu,2010-02-22
Comedy Central pulls Hulu's plug out of the wall,2010-03-03
Novell gains highlight mixed day for tech stocks,2010-03-03
Netflix valuation causes worry as shares top new high,2010-03-03
Netflix cut to underperform at B. of A. Merrill,2010-03-03
"Netflix, Pfizer, ADP data in the spotlight",2010-03-03
Netflix cut to underperform from buy at B. of A.,2010-03-03
Netflix investors don't seem to mind a little froth,2010-03-04
Blockbuster has no excuse,2010-03-17
How long can Netflix stay atop video heap?,2010-03-17
Blockbuster may file for bankruptcy; shares fall,2010-03-17
Tech stocks follow LSI to close with gains,2010-03-17
"Amazon shares rise on Best Buy results, positive sales data",2010-03-25
App developers race to get ahead of iPad launch,2010-04-02
"CA, Netflix, chips lead mixed day for tech stocks",2010-04-06
"Barclays downgrades Netflix, but ups price target",2010-04-07
"Blockbuster inks deals, restructure talks continue",2010-04-07
Barclays cuts NetFlix to equal weight,2010-04-07
Netflix Q1 earns 59c vs 37c,2010-04-21
Netflix Q1 net rev $493.7 Mln vs $394.1 Mln,2010-04-21
"Netflix sees Q2 earns 62c-73c, rev $517 M-$525M",2010-04-21
Netflix quarterly earnings rise 44%,2010-04-21
Netflix earnings rise as new subscribers climb,2010-04-21
"Qualcomm, eBay slide in evening trade on forecasts",2010-04-21
Apple's rise helps lead gains for tech stocks,2010-04-21
"Updates, advisories and surprises",2010-04-21
"PNC Financial, Starbucks, Whole Foods, Baxter, eBay",2010-04-22
"Updates, advisories and surprises",2010-04-22
Netflix shares climb above $100 for first time,2010-04-22
Tech stocks close with broad gains,2010-04-22
Netflix climbs to new high as outlook brightens,2010-04-22
"Nokia, Qualcomm, eBay lead broad tech losses",2010-04-22
"Sonic Solutions, Netflix score big ahead of TI's results",2010-04-26
Why everyone's afraid of Apple,2010-05-04
"S&P, Dow hesitate at the 50-day mvg avg",2010-05-11
Meet the S&P 500's new trading range,2010-05-11
Netflix shares fall 7% on two downgrades,2010-05-14
Netflix shares hit as brokers sound valuation concerns,2010-05-14
"Advanced Micro, Dillard's, MasterCard, Nvidia, TiVo, Ultralife",2010-05-14
Google unveils TV service in bid to expand into new market,2010-05-20
Sony to offer HBO shows through PlayStation,2010-05-24
Jobs data the latest hurdle for market bulls,2010-06-04
Blockbuster struggles to stay alive,2010-06-11
Netflix to buy back up to $300 mln in shares,2010-06-11
Netflix to buy back up to $300 mln in shares,2010-06-11
Companies can always cut more,2010-06-11
"Paramount, Redbox extend revenue-sharing pact",2010-06-15
"S&P 500 drops to fourth test of 1,040 support",2010-06-29
