Headline,Date
"Nike profit grows, helped by overseas strength",2007-03-22
U.S. stock futures point to extended gains,2007-03-22
"Updates, advisories and surprises",2007-03-22
U.S. stock futures steady before housing data,2007-03-23
"DaimlerChrysler, Amgen, Nike, Palm, State Street, more",2007-03-23
"Nike profit grows, helped by overseas strength",2007-03-23
U.S. stocks post strong weekly gains on Fed boost,2007-03-23
Adidas shares boosted by Ashley stake buy,2007-03-27
"Finding bargains in oil stocks, but not in health care",2007-03-27
PPR in talks to buy Puma stake: report,2007-04-06
PPR offers $7.1 billion for Puma,2007-04-10
U.S. stock futures steady before Alcoa reports,2007-04-10
Datatec CEO eyes further buys following Crane Telecommunications,2007-04-11
"Europe stocks climb, helped by media stocks",2007-05-02
Adidas shares rally on improving order book,2007-05-08
"Motorola, Reuters, Thomson, Tyco likely to feature",2007-05-08
U.S. stock futures drop in last pre-Fed session,2007-05-08
Nike revving up low-profile shoe performance,2007-05-18
Nike expands 'hoops' stores to focus on consumer,2007-05-22
Nike to resume soccer-ball production in Pakistan,2007-05-24
Nike announces new responsibility campaign,2007-05-31
"TD Ameritrade, Limelight Networks, FBR Capital,",2007-06-08
Nike shares cut to neutral on U.S. demand concern,2007-06-08
U.S. futures point to flat start after recent drops,2007-06-08
"National Semi, McDonald's, Nike, bond yields in the spotlight",2007-06-08
PPR unlikely to secure majority stake in Puma,2007-06-20
Disney licensing staff playing role on movie set,2007-06-22
U.S. stock futures rise before new-home sales,2007-06-26
Stocks fall in volatile trade after housing data,2007-06-26
"Nike profit surges 32% on gains in U.S., Europe",2007-06-26
"Oracle, Nike shares up after quarterly results",2007-06-26
"Oracle, Nike, ConAgra, more",2007-06-26
"Best Buy, Kohl's lead late-day rally",2007-06-27
"Spectra Energy, McCormick, Aspreva, more",2007-06-27
"Nike, Wells Fargo, durable goods data, Oracle in focus",2007-06-27
"Nike shares surge on positive U.S., European outlook",2007-06-27
U.S. stock futures drop after durables data,2007-06-27
"U.S. stocks rally as techs, oil advance",2007-06-27
"Liz Claiborne to review brands, cut jobs",2007-07-11
Starbucks shuffles its top ranks,2007-07-17
Nike suspends contract of NFL's Vick,2007-07-27
"Anadarko, Sun Micro, Pitney Bowes, Hanover, more",2007-07-28
"Anadarko, Sun Micro, Pitney Bowes, Hanover, more",2007-07-29
Strong opportunity in stocks even now,2007-08-01
In the money,2007-08-05
"Adidas profit boosted by higher margins, lower tax",2007-08-08
Berkshire Hathaway reports holdings at June 30,2007-08-15
Adidas to increase retail presence to boost sales,2007-08-22
"Target, Syntax-Brillian, Pall",2007-09-12
"Goldman Sachs, FedEx, Oracle",2007-09-19
Oracle shares climb in late trading,2007-09-20
"Nike profit up 51%, aided by sales in Europe, Asia",2007-09-20
"Oracle, Nike, IHS",2007-09-20
Nike shares higher on profit jump,2007-09-21
Stocks end higher; best week for Dow in six months,2007-09-21
"Oracle, Nike, Wells Fargo, Barrick Gold in view",2007-09-21
U.S. stock futures back on an upswing,2007-09-21
Nautilus holder seeks control of the board,2007-09-23
Nike unveils athletic shoe designed for Native Americans,2007-09-26
The dollar dropped on Main Street too,2007-10-08
Umbro shares continue to rise on Nike takeover talk,2007-10-19
Banking shares weaken; HBSC drops on downgrade,2007-10-19
"Apple, DuPont lead U.S. stock futures higher",2007-10-23
"Apple, AT&T, DuPont, BP in the spotlight",2007-10-23
Nike agrees to buy Umbro for $583 million,2007-10-23
Miners lead recovery in London shares,2007-10-23
"European shares rebound, paced by miners",2007-10-23
How doing the right thing pays off,2007-10-28
Nike's Umbro takeover on uncertain footing,2007-10-30
"In Europe, firms can fail their way to riches",2007-10-31
"Footwear, apparel industries face tough outlook: analyst",2007-11-06
"Buffett boosts Dow Jones stake, buys rail stocks",2007-11-14
Nike sells Starter brand to Iconix for $60 mln,2007-11-15
Buffett buy sends CarMax shares soaring,2007-11-15
Target posts unexpected drop in profit,2007-11-20
"Nike, Foot Locker shoot to score with House of Hoops",2007-11-21
"Health-care, aviation sectors lead Europe rise",2007-11-22
"England's loss spells shortfall for Umbro, others",2007-11-22
"Updates, advisories and surprises",2007-11-22
England's defeat sends sports retailers tumbling,2007-11-22
Safeway's non-grocery business makes strides,2007-12-03
In focus: At a crucial level,2007-12-05
"Mitchell report names Clemens, others in steroid probe",2007-12-13
"Morgan Stanley, Oracle, Nike, General Mills",2007-12-18
Nike profit rises more than expected,2007-12-19
Oracle results beat expectations; Nike shares leap,2007-12-19
"Bear Stearns, Research In Motion, Micron, FedEx",2007-12-19
U.S. stock futures inch up ahead of auction results,2007-12-19
"Bear Stearns, Oracle, Accenture to feature in U.S. action",2007-12-20
U.S. stock futures rise after Oracle posts profit rise,2007-12-20
Nike shares jump after better than expected profit,2007-12-20
"Drug store chains, Target lead decline in retail shares",2007-12-20
Stocks rise as Oracle profits offset financial woes,2007-12-20
Retail stocks holding up but Circuit City tumbles,2007-12-21
Deal paves way for Nike to move on Umbro buyout,2007-12-21
Stocks to continue Santa rally led by tech stocks,2007-12-22
Court ruling spurs Genesco shares higher,2007-12-28
"U.S., world look at rebalancing act",2007-12-31
Britain's competition watchdog clears Nike's Umbro acquisition,2008-01-16
"Amazon, MBIA, MasterCard, Starbucks, more",2008-01-31
Why foreign correspondents' ranks are thinning,2008-02-20
Nike sells Bauer Hockey to investor group for $200 mln,2008-02-21
No shortcuts,2008-02-29
Adidas fourth-quarter profit rises 63%,2008-03-05
Tempered optimism greets Apple's iPhone push,2008-03-07
Dollar's drop doesn't spell 'don't' for all U.S. stocks,2008-03-07
"Morgan Stanley, Discover Financial, General Mills",2008-03-18
Nike Q3 net income 92c vs 68c,2008-03-19
Nike Q3 revenue $4.54 bln vs $3.93 bln,2008-03-19
"Nike profit surges, led by gains in Europe, Asia",2008-03-19
Nike late-traded shares up 6% at $65.56,2008-03-19
"Fedex, Barnes and Noble, Palm, Winnebago",2008-03-19
"Nike, Guess turn in higher profit; shares gain",2008-03-19
Nike jumps after beating forecast on gains abroad,2008-03-19
Nike late-traded shares halted; last trade at $62.33,2008-03-19
U.S. stock rally climaxes in first weekly surge in four,2008-03-20
"Updates, advisories and surprises",2008-03-20
Retail sector rises after commodities prices decline,2008-03-20
Nike shares gain 6.5% in opening trade,2008-03-20
Nike shares jump 7% on strong earnings report,2008-03-20
"Credit Suisse, Borders, Fedex, Nike, gold and crude to feature",2008-03-20
Nike jumps as results shine in a struggling retail market,2008-03-20
U.S. stock futures lower after wild week,2008-03-20
"GameStop, Nike, Borders Group, Guess, more",2008-03-21
Nike extends sponsorship of U.S. Olympic team until 2012,2008-04-10
Nike extends sponsorship of U.S. Olympic team until 2012,2008-04-10
"GM, Starbucks, Time Warner, Procter & Gamble",2008-04-29
Moody's hikes Nike's ratings to 'A1' from 'A2',2008-04-29
Nike's debt rating upgraded at Moody's,2008-04-29
"Citi, Dreamworks, MedAssets, SPX, Time Warner",2008-04-30
Shoe makers gunning for Olympian feat,2008-05-09
Siemens to operate IT infrastructure for Nike,2008-05-15
Siemens to run IT services for Nike,2008-05-15
Target profit falls as consumers cut back,2008-05-20
China sportswear maker looks abroad,2008-05-28
Golf looking for a boost from its biggest event,2008-06-12
"Woods to have knee surgery, sit out rest of season",2008-06-18
"Research In Motion, Oracle, Nike, Pier 1, Cost Plus",2008-06-24
"Research In Motion, Oracle shares drop",2008-06-25
"Micron, Palm, ConAgra, Yahoo, Google",2008-06-25
"Europe, Asia fuel Nike's profit growth",2008-06-25
"Updates, advisories and surprises",2008-06-25
Nike Q4 net income 98c vs 86c,2008-06-25
Nike late-traded shares down 1.5% at $64.97 in light volume,2008-06-25
Nike Q4 revenue $5.09 bln vs $4.38 bln,2008-06-25
U.S. stock futures up before Fed decision,2008-06-25
"Profit, sales up at Nike",2008-06-25
CORRECT: U.S. stocks sink; GM falls nearly 11%,2008-06-26
"Research In Motion, GM, Oracle, Citigroup",2008-06-26
"Jitters over banks, dollar shake up Europe",2008-06-26
Nike shares fall 8% in early trading,2008-06-26
Bed Bath Beyond surges as retail sector falls,2008-06-26
Nike has biggest drop since 2001 on growth outlook,2008-06-26
U.S. stock futures cast sharply down opening tone,2008-06-26
Will sports lose one of its biggest boosters?,2008-07-18
Adidas net climbs 12% after Euro 2008 tournament,2008-08-05
Consumer belt-tightening hurts Target's profit,2008-08-19
Nike announces new $5 bln buyback,2008-09-22
Nike to buy back $5 billion worth of its shares,2008-09-22
Retailers slip with broader markets,2008-09-22
Microsoft leads buyback push with largest plan ever,2008-09-22
Stocks sink as market weighs bailout,2008-09-22
"Nike, Bed Bath & Beyond, Paychex",2008-09-23
Nike Q1 net income $1.03 vs $1.12,2008-09-24
Nike Q1 revenue $5.43 bln vs $4.66 bln,2008-09-24
Nike profit falls 10% but tops estimates,2008-09-24
"Updates, advisories and surprises",2008-09-24
Spending for Olympics dents Nike profit,2008-09-24
Nike rallies late to lead evening advance,2008-09-24
"Research In Motion, McCormick, Diamond Foods",2008-09-24
Insurers lead advances in Europe,2008-09-25
Retailers trade up on hopes for rescue plan's passage,2008-09-25
Stock indexes rally on optimism for bank bailout,2008-09-25
Nike shares rise 6.6% in early trading,2008-09-25
Retail opens up on hope of rescue plan passage,2008-09-25
"PayChex, GE, Nike, Pilgrim's Pride, WaMu, more",2008-09-25
U.S. stock futures higher as bailout debate continues,2008-09-25
"Stocks near bottom, but not home prices",2008-10-01
Gap's Old Navy targets 'Jenny' to revive sales,2008-10-16
Adidas profit up 2% but sportswear maker withdraws 2009 outlook,2008-11-06
Customers satisfied -- for now,2008-11-18
Taking matters into their own hands,2008-11-20
Euro triggers manufacturing overhaul in Italy,2008-12-09
"Nike, General Mills, Morgan Stanley",2008-12-16
"Oracle, FedEx, Research in Motion",2008-12-17
Take-Two tumbles; Coke launches new soft drink,2008-12-17
Nike late-shares reverse course; down 2.8% at $49.20,2008-12-17
"Updates, advisories and surprises",2008-12-17
Nike late-traded shares up 0.4% to $50.75 in light volume,2008-12-17
Nike posts higher profit on overseas growth,2008-12-17
Nike Q2 revenue $4.59 bln vs $4.34 bln,2008-12-17
Nike posts higher profit on overseas strength,2008-12-17
Nike Q2 net income 80c vs 71c,2008-12-17
"Ford, Nike, Paychex, Ryder, Take-Two",2008-12-18
Discrimination,2009-01-29
Celebrity port-faux-lio,2009-02-03
Nike may cut workforce by up to 4% as part of restructuring,2009-02-10
Nike may cut 4% of employees in 'realignment',2009-02-10
Nike may cut workforce by up to 4% as part of restructuring,2009-02-10
"Ingersoll-Rand, Credit Suisse, Activision Blizzard",2009-02-10
Jones Apparel's shares jump as sector mixed,2009-02-11
In focus: Trading range still unresolved,2009-02-11
"Adidas meets '08 goals, expects declines in '09",2009-03-04
Adidas profit more than doubles,2009-03-04
Will the rally hold?,2009-03-16
"Oracle, Nike, General Mills",2009-03-17
"FedEx, Palm, Discover Financial, Barnes and Noble",2009-03-18
Oracle shares surge after results; Nike lower,2009-03-18
Nike profit drops 47% on slower demand,2009-03-18
"Updates, advisories and surprises",2009-03-18
Nike shares resume trade; down 2% to $45.01 in light volume,2009-03-18
Nike Q3 rev $4.44 bln vs $4.54 bln,2009-03-18
Nike late-traded shares halted; last trade down 1% at $45.41,2009-03-18
Nike late-traded shares halted,2009-03-18
"Futures weaker with Fed, IBM in focus",2009-03-18
Nike profit drops 47% on slower demand,2009-03-18
Nike Q3 net income 50c vs 92c a share,2009-03-18
Retail stocks down as investors digest Fed action,2009-03-19
Eddie Bauer tumbles in mixed retail sector,2009-03-19
Nike shares drop amid concerns on sales outlook,2009-03-19
"Alcoa, Oracle, Nike, Citigroup in the spotlight",2009-03-19
U.S. stock futures edge up as market digests Fed move,2009-03-19
Nike reorganizes into six geographies to trim costs,2009-03-20
Nike reorganizes into six geographic regions,2009-03-20
Urban Outfitters cut to neutral in lower sector,2009-03-20
Nasdaq hesitates again at the April peak,2009-04-23
Should you 'tweet' what you eat?,2009-04-29
Spring planting,2009-05-01
"Updates, advisories and surprises",2009-05-05
Adidas profit drops 97% as sneaker maker adopts cautious tone,2009-05-05
Adidas profit drops 97%; firm sees break-even half,2009-05-05
In focus: The bears attack,2009-05-13
"Nike to cut 1,750 jobs, or 5% of workforce: report",2009-05-14
"Nike to cut 1,750 jobs, or 5% of workforce: report",2009-05-14
"Nike says it will cut roughly 1,750 jobs",2009-05-14
"Nordstrom shares up, Blockbuster slides after results",2009-05-14
"J.C. Penney, Abercrombie & Fitch, Panasonic, Nike",2009-05-14
"Gap, specialty-retail stores mixing up brands",2009-06-16
Technical battle lines drawn at S&P 900,2009-06-19
"Stocks look for earnings, economy to heat up action",2009-06-20
"Nike, Monsanto, Bed Bath & Beyond",2009-06-23
Nike Q4 net income 70c vs 98c,2009-06-24
"Nike shares drop, but Bed Bath Beyond climbs after results",2009-06-24
"ConAgra, Palm, McCormick",2009-06-24
Nike profit drops 30% on costs; shares fall on orders miss,2009-06-24
Retail stocks remain higher after Fed keeps rate unchanged,2009-06-24
Nike posts lower profit,2009-06-24
Nike shares fall 4.9% to $50.35 after results,2009-06-24
Nike Q4 revenue $4.71 bln vs $5.09 bln,2009-06-24
"Updates, advisories and surprises",2009-06-24
Retail stocks rise as Dress Barn to buy Tween Brands,2009-06-25
European shares pare gains as banks pull back,2009-06-25
U.S. stock futures move lower after jobless claims jump,2009-06-25
"Nike, AIG, Lennar in the spotlight",2009-06-25
Nike shares fall 3.8%,2009-06-25
Stock analysts say outlooks will be key amid dark earnings,2009-07-03
Greenback on the back burner,2009-07-10
"As U.S. Open approaches, competition heats up off-court",2009-08-28
Retail stocks track markets lower on recovery concern,2009-08-31
"Retailers on the hunt for spring fashions, success",2009-09-25
"Nike, Walgreen, Darden",2009-09-28
"Updates, advisories and surprises",2009-09-29
"Diamond Foods, Lawson Software, Jabil Circuit",2009-09-29
Nike shares higher; Jabil Circuit jumps after outlook,2009-09-29
Nike shares up 3.9% after quarterly report,2009-09-29
Nike Q1 revenue $4.8 bln vs $5.43 bln,2009-09-29
Nike Q1 net income $1.04 vs $1.03,2009-09-29
U.S. stock futures up after housing data,2009-09-29
Nike posts slightly higher profit as sales drop,2009-09-29
"Retail stocks slide; Target downgraded, Nike upgraded",2009-09-30
Nike profit slightly higher; sales drop on softer demand,2009-09-30
Nike profit slightly higher; sales drop on softer demand,2009-09-30
"Updates, advisories and surprises",2009-09-30
"CIT Group, Darden, Jabil, Ameriprise, Nike, First Industrial",2009-09-30
"Nike shares jump on improved sales outlook, upgrade",2009-09-30
Retail stocks slip; Target downgraded,2009-09-30
Nike Inc. shares up 7.1%,2009-09-30
"U.S. stock futures rise after GDP revision, ADP jobs data",2009-09-30
The long road to success in China,2009-09-30
What about the China effect?,2009-10-01
Retail stocks rise as Abercrombie upgraded to buy,2009-10-12
Utilities split on climate legislation,2009-10-16
Adidas profit falls 30% after discounting merchandise,2009-11-04
Nike hikes quarterly dividend to 27 cents,2009-11-19
Nike hikes quarterly dividend by 8% to 27 cents,2009-11-19
"Ann Taylor, J.M. Smucker, D.R. Horton, Dell",2009-11-19
New gold bugs making gold investments mainstream,2009-11-23
Major sponsors sticking by Tiger Woods,2009-12-02
Tiger Woods had better watch his step,2009-12-02
Nike says it stands by Tiger Woods,2009-12-02
Tiger Woods says he regrets 'transgressions',2009-12-02
Sponsors are likely to be happy with World Cup draw,2009-12-04
Sideways markets look for direction,2009-12-11
Retail stocks up; electronics retailers in spotlight,2009-12-14
"Oracle, Nike, General Mills",2009-12-16
"Carnival, CarMax, Oracle",2009-12-17
"Nike posts lower profit, touts rising orders",2009-12-17
RIM shares jump on outlook; Oracle gains on results,2009-12-17
Nike CEO: 'We'll continue to support Tiger',2009-12-17
"Updates, advisories and surprises",2009-12-17
Nike Q2 revenue $4.41 bln vs $4.59 bln,2009-12-17
Nike Q2 net income 76c vs 80c,2009-12-17
Retail stocks inch lower as jobless claims rise,2009-12-17
"U.S. stock futures fall after jobless claims, post-Fed hangover",2009-12-17
"Nike profit falls 4%, orders rise",2009-12-17
"U.S. stock futures up after Research In Motion, Oracle profits",2009-12-18
"Retail stocks flat; Nike profit, orders lift stock",2009-12-18
Retail stocks mixed; Nike up on rising orders,2009-12-18
AT&T latest sponsor to dump Tiger Woods,2009-12-31
Ten themes for 2010,2010-01-06
Crash of 2008 winner says bear market is back,2010-01-22
Retail stocks rise as sector outlook brightens,2010-01-26
Retailers may see brighter 2010 with a 2.5% increase: NRF,2010-01-26
Gap expected to begin selling Keds sneakers,2010-02-13
"Tiger Woods blames the media, of course",2010-02-19
Goldman Sachs adds Nike to conviction buy list,2010-02-25
"Retail stocks mixed on job worries; Kohl's, Limited top marks",2010-02-25
Adidas shares stumble after weak profit outlook,2010-03-03
Major benchmarks tick higher on jobs report,2010-03-05
Tiger Woods rebuffs $75 million sponsorship offer,2010-03-05
"Foot Locker sees running, apparel as growth opportunities",2010-03-09
"Tech, transports, banks breaking out",2010-03-11
"Nike, Guess, Hewlett Packard",2010-03-16
Nike Q3 net income $1.01 vs 50c,2010-03-17
Nike Q3 revenue $4.73 bln vs $4.44 bln,2010-03-17
Nike more than doubles its quarterly profit,2010-03-17
"Updates, advisories and surprises",2010-03-17
Nike shares climb as future orders surge; Guess up,2010-03-17
"FedEx, Palm, Gamestop, Ross Stores",2010-03-17
Retail stocks mixed; Urban Outfitters names new brand chief,2010-03-17
"Nike, GameStop shine in lower sector trading",2010-03-18
"Avis Budget Group, Stein Mart, GameStop, Winnebago",2010-03-18
Dow adds to string of gains but oil saps S&P 500 strength,2010-03-18
Nike jumps to record high as results promise strong demand,2010-03-18
European shares finish slightly lower amid Greek worries,2010-03-18
Nike shares rise 4.2% in preopen trade,2010-03-18
Nike shares up 5%,2010-03-18
Better consumer demand pads Nike's quarterly profits,2010-03-18
"Retail stocks rise as Nike, GameStop top views",2010-03-18
U.S. stock futures edge higher on tame inflation,2010-03-18
Better consumer demand pads Nike's quarterly profits,2010-03-18
"MarketWatch's top 10 stories, March 15 - 19",2010-03-19
Tiger: The media owe him nothing,2010-03-19
"Grinding higher, U.S. stocks could get direction from abroad",2010-03-20
Nike to air new Tiger Woods commercial: report,2010-04-07
Tiger is back! Just ask Nike,2010-04-07
Tiger and Nike have no shame,2010-04-08
Slow-motion uptrend meets resistance,2010-04-13
Slow-motion uptrend meets major resistance,2010-04-13
Adidas hits 22-month high after surge in profit,2010-04-23
Nike CEO: sales to rise to $27 billion in five yrs,2010-05-05
Nike to increase sales to $27 bln in five yrs: CEO,2010-05-05
Nike sets growth goal of $27 billion sales in 5 years,2010-05-05
Adidas tones up Reebok for growth,2010-05-14
"Retail stocks up; Ann Taylor raised, Chico's cut by Goldman",2010-06-07
Nike removed from Top Picks Live list by Citi,2010-06-07
Amazon.com paces retail sector gain,2010-06-07
America wins the World Cup! (Just imagine),2010-06-11
U.S. stock market has multiple reasons to go either way,2010-06-19
Retailers' new growth frontier goes beyond 'BRIC' countries,2010-06-21
Retail stocks fall as China relaxes currency peg,2010-06-21
Burnishing Goldman's image,2010-06-22
"Nike, Rite Aid, CarMax",2010-06-22
"Discover, Research in Motion, H&R Block",2010-06-23
Dell shares slip; Bed Bath & Beyond down after outlook,2010-06-23
"Updates, advisories and surprises",2010-06-23
Emerging markets spur Nike's 53% profit gain,2010-06-23
Nike profit up; sales grow in emerging markets,2010-06-23
Nike futures orders for June-November up 7%,2010-06-23
Nike Q4 rev $5.08 bln vs $4.71 bln,2010-06-23
Nike Q4 net income $1.06 a share vs 70c,2010-06-23
Retail stocks rise after Fed keeps rates steady,2010-06-23
U.S. stock futures climb ahead of Fed decision,2010-06-23
Nike shares down 2% after Q4 results,2010-06-23
"Stocks close near intraday lows on retail, drilling concerns",2010-06-24
"Bed, Bath & Beyond, Nike lead retail sector lower",2010-06-24
Nike shares drop as it sees increased costs,2010-06-24
Nike shares fall 3.7% in opening minutes,2010-06-24
Nike shares fall 2.5% in preopen trade,2010-06-24
"Nike, Hasbro, durable goods orders in focus",2010-06-24
Growth worries weigh on U.S. stock futures,2010-06-24
"Bed, Bath & Beyond, Nike lead retail sector lower",2010-06-24
Steve Jobs and 'The Maker',2010-07-04
Retailers' likely June improvement weighed by outlook worry,2010-07-07
Retailers' June sales a mixed bag as outlook worry weighs,2010-07-08
Fingers crossed as second-quarter earnings approach,2010-07-08
2010 investment ideas that hit -- and missed,2010-07-09
"Retail stocks drop, led by RadioShack",2010-07-20
Fashion firms and retailers roll the dice,2010-08-18
"Discover Financial, Lennar, Nike",2010-09-17
U.S. stock market looking for reason to extend climb,2010-09-17
Retail stocks rise on hopes for home sector,2010-09-20
"Nike, Tibco, Vail",2010-09-22
"Nike, Tibco shares climb after results",2010-09-23
"KB Home, AMD, Nike",2010-09-23
"Updates, advisories and surprises",2010-09-23
Nike shares gain after report of higher profit,2010-09-23
Nike shares rise 2.7% after Q1 results,2010-09-23
Nike Q1 revenue $5.18 bln vs $4.8 bln,2010-09-23
Nike Q1 net income $1.14 vs $1.04,2010-09-23
Nike posts 9% jump in profit,2010-09-23
"Gold, Nike, durable-goods orders in focus",2010-09-24
Futures extend gains after durable-goods data,2010-09-24
Nike knocks out all-time high with 4% pop,2010-09-24
Retail stocks open higher led by Nike,2010-09-24
Europe finds its stride after U.S. data,2010-09-24
Staking out the S&P’s next technical test,2010-09-27
Retail stocks dip; Fed injects fund to aid growth,2010-11-03
"Stocks in focus: Heinz, AnnTaylor, Cost Plus",2010-11-18
Nike hikes quarterly dividend by 15% to 31c,2010-11-18
Nike hikes quarterly dividend by 15% to 31 cents,2010-11-18
